platsfr;platsti;unespar;sparnr;bdl;kmfr;meterfr;bdl;kmti;meterti;spm;objnr;radie;Km+m;Km+m_ti
Kil;Kil;E2;6;631;0;467;631;0;672;206;18126;390;0,4665;0,672
Kh;Kh;;z4;001;0;467;001;0;542;75;37827;-500;0,467093017;0,542421017
Nst;Nst;E;3;405;0;471;405;0;530;59;34592;-245;0,471169;0,530178
Gk;Gk;;9;603;0;473;603;0;473;0;35533;300;0,472618;0,472723
K;K;E;20;420;0;473;420;0;523;50;28401;1660;0,473384;0,523107
Hfj;Ndt;;;239;0;476;239;0;508;32;35037;-40000;0,475511;0,507778
Cst;Cst;;g6;001;0;477;001;0;538;61;34404;-300;0,476720005;0,537723015
Gk;Gk;;10;603;0;477;603;0;505;28;35524;-250;0,477041;0,504705
Gk;Gk;;6;603;0;478;603;0;529;51;35530;-230;0,478168;0,529008
Oxd;Oxd;;6;492;0;479;492;0;506;27;34788;-1253;0,478666;0,505915
Gk;Gk;;5;603;0;480;603;0;527;48;35519;-215;0,479749;0,527423
Cst;Cst;;e3;401;0;481;401;0;493;12;34243;-300;0,480706;0,49253
Kaa;Aik;E1;;118;0;484;118;0;668;184;34293;-760;0,483752;0,667811
Gk;Gk;;8;603;0;484;603;0;525;41;35532;-375;0,483756;0,52515
Cst;Cst;;e2;401;0;485;401;0;527;42;34241;-270;0,485348;0,526868
Gk;Gk;;7;603;0;486;603;0;525;39;35531;-350;0,486365;0,524999
Fln;Fln;E;3;323;0;487;323;0;520;33;14868;-388;0,487417;0,520248
Kh;Kh;;z1;001;0;493;001;0;545;52;37819;-600;0,492548024;0,544606024
Mjv;Mjv;E;3;137;0;494;137;1;64;570;23297;300;0,494086;1,064361
Cst;Cst;;b1;401;0;495;401;0;553;58;30010;-284,5;0,495036;0,553151
Cst;Cst;;b2;401;0;496;401;0;553;57;33426;-280;0,495962;0,553157
Ptå;Ptå;;z100;004;0;496;004;0;516;20;38246;-326;0,496471;0,516471
Öh;Öh;E1;3;435;0;499;435;0;519;20;24462;-1000;0,498615021;0,518740112
Cr;Cr;E2;2;942;0;500;942;0;742;242;38506;300;0,499618813;0,741968819
N;N;E;8s;817;0;502;817;0;779;277;17814;291;0,5021;0,7786
Gnd;Knä;E;;931;0;502;931;0;822;319;14353;-496;0,502399994;0,821599976
Gä;Gä;E2;v;303;0;503;303;0;561;58;17003;-298;0,502995007;0,560995007
Kbä;Kbä;E3;ö;349;0;505;349;1;338;839;20964;800;0,505308;1,337789
Cst;Cst;;A4;401;0;505;401;0;630;124;32394;-644,5;0,505488;0,629529
Oxd;Oxd;;6;492;0;506;492;0;543;37;34789;4188;0,505915;0,543117
F;F;;z100;001;0;507;001;0;535;28;36208;250;0,507406;0,53507
Nst;Nst;E1;ö;405;0;508;405;0;529;22;34671;-295;0,507600006;0,529384006
Hm;Hm;E1;cr;909;0;509;909;0;551;42;15458;2400;0,50918;0,55098
N;N;E1;1s;817;0;509;817;0;538;28;38724;-382;0,509444;0,537600002
Oxd;Oxd;;1;001;0;512;001;0;527;15;28278;-444;0,512002975;0,527002975
Bn;Bn;E;22;217;0;513;217;0;528;15;18149;-1005;0,51300107;0,52800107
U;U;;406-405;429;0;515;429;0;540;25;33592;760;0,514581996;0,539899996
Cr;Cr;E;21;942;0;519;942;0;532;12;22604;-309;0,519469971;0,531616971
Oxd;Oxd;;5;492;0;520;492;0;598;78;28303;-7684;0,519999985;0,597999985
U;U;N;2;429;0;523;429;0;578;56;32886;-4722;0,522660992;0,578259992
M;M;N;71;960;0;526;960;0;745;219;33193;-640;0,52616;0,74501004
Oxd;Oxd;;1;001;0;527;001;0;557;30;28279;-390;0,527002975;0,557002975
Cst;Cst;;g7;401;0;527;401;0;595;68;34406;-600;0,527381005;0,594955005
Cst;Cst;;4;401;0;530;401;0;590;60;30045;-400;0,52963699;0,58987499
Cr;Cr;E;21;942;0;532;942;0;797;265;33131;-303;0,531616971;0,797075971
Cst;Cst;;u4;401;0;535;401;0;694;159;32624;-550;0,535148;0,694055
Cst;Cst;;g2;401;0;535;401;0;598;63;32401;-430;0,535432;0,5980802
N;N;E1;1s;817;0;538;817;0;589;51;38724;-382;0,5376;0,588905
Oxd;Oxd;;4;492;0;539;492;0;580;41;28288;-5825;0,539;0,58
Cst;Cst;U3;u3;401;0;540;401;0;552;12;30412;-834;0,539992;0,551529991
Fln;Fln;E;3;323;0;540;323;0;565;25;14869;-505;0,540248;0,565009
Gk;Gk;;3;603;0;540;603;0;665;125;39452;-920,5;0,540258;0,665342
Gk;Gk;;4;603;0;540;603;0;665;124;39363;-916;0,540476;0,664635
Oxd;Oxd;;6;492;0;543;492;0;563;20;34790;3192;0,543117;0,563011
Äbg;Äbgb;E;;344;0;547;344;0;698;151;30428;299;0,547009905;0,697586905
Åp;Åp;E;1;933;0;548;933;0;569;21;39087;500;0,547631997;0,568634997
Bsä;Mmg;E;;845;0;550;845;0;710;160;30001;-400;0,550015003;0,710432
Cst;Cst;U3;u3;401;0;552;401;0;567;16;30412;-834;0,551529991;0,567186
Cst;Cst;N1;1;401;0;552;401;0;567;14;30037;-300;0,552403023;0,566581023
Pea;Pea;E1;21;112;0;555;112;0;852;297;35429;300;0,554716998;0,851677998
Hm;Hm;E;6a;909;0;555;909;0;728;173;36633;400;0,55500499;0,728376097
Gk;Gk;E1;2;603;0;557;603;0;665;108;39458;-925;0,556905;0,665092
Gk;Gk;;1;603;0;557;603;0;666;109;39351;-929,5;0,557121;0,666092
Khn;Khn;E1;8;383;0;559;383;0;566;7;15127;1240;0,559474959;0,566009969
Oxd;Oxd;E;3;492;0;560;492;0;644;84;28255;-99000;0,559999985;0,64412677
Ök;Ök;;14;171;0;560;171;0;586;26;31361;-300;0,560348001;0,586292001
Gä;Smo;E2;v;303;0;561;303;0;561;0;17003;-298;0,560995007;0,561015007
Smo;Smo;E2;v;303;0;561;303;0;598;37;17003;-298;0,561015007;0,597995007
Oxd;Oxd;;6;492;0;563;492;0;599;36;34791;3695;0,563011;0,598875
Kbä;Kbä;;b1;349;0;563;349;0;568;5;32360;-300;0,563376;0,567916
Nst;Nst;E;3;405;0;565;405;0;588;24;34593;300;0,564506;0,588038
Khn;Spjb;E;;364;0;566;364;0;660;94;15127;1240;0,566009969;0,660474976
Äh;Äh;E;20;814;0;566;814;0;689;123;33213;-322,8;0,566422001;0,689483001
Cst;Cst;U3;u3;401;0;567;401;0;670;103;30413;-490;0,567186;0,670408
Kbä;Kbä;;b1;349;0;568;349;0;588;20;32361;-870;0,567916;0,587907
Cst;Cst;;521a-b;401;0;568;401;0;590;22;30090;-230;0,568269;0,589923
Cst;Cst;N3;n3;401;0;570;401;0;587;17;30450;-300;0,570397;0,587014988
K;K;E;20;420;0;573;420;0;840;267;28402;200;0,573107;0,840122
Humn;Humn;E1;2;173;0;574;173;0;828;254;32857;335;0,573999992;0,828
Hls;Hls;E1;1;126;0;574;126;0;640;65;32392;670;0,574359985;0,639847985
Cst;Cst;;g6;001;0;575;001;0;585;10;34405;-250;0,574813016;0,584720005
Oxd;Oxd;;4;492;0;580;492;0;625;45;28289;-9460;0,579999977;0,624999977
Cst;Cst;U1;2;401;0;582;401;0;615;33;30041;-300;0,582069023;0,615266023
Cst;Cst;;g6;401;0;585;401;0;585;0;34405;-250;0,584719;0,584728016
Fln;Fln;E;3;323;0;585;323;0;692;107;14870;-433;0,585008;0,691705
M;M;U;74;960;0;586;960;0;730;144;33208;-640;0,58616;0,730009979
Cst;Cst;N3;n3;401;0;587;401;0;608;21;30450;-300;0,587014988;0,608175
Åp;Åp;E;1;933;0;589;933;0;802;213;18100;450;0,588634997;0,802009995
N;N;E1;1s;817;0;589;817;0;731;142;25360;-298;0,588905;0,731172
Mss;Mss;E;1;877;0;590;877;0;630;40;28885;503;0,589999985;0,630009979
Cst;Cst;;5;401;0;593;401;0;649;55;30048;-270;0,593424;0,648737
Cst;Cst;;g7;401;0;595;401;0;641;46;34407;-3000;0,594955005;0,641162005
Cst;Cst;;g2;401;0;598;401;0;613;15;32401;-430;0,5980802;0,612992
Oxd;Oxd;;6;492;0;599;492;0;620;21;34792;290;0,598875;0,620052
Mss;Mss;E1;1;877;0;600;877;0;804;204;28953;-485;0,6;0,804
Cst;Cst;N1S;n1s;401;0;602;401;0;668;66;6787;518;0,602002;0,668396
Tb;Tb;E;1;348;0;605;348;0;666;60;39644;-520;0,605099;0,665500009
Cst;Cst;;a2;401;0;608;401;0;633;25;30008;-200;0,607628;0,632628
Cst;Cst;U1S;u1s;401;0;608;401;0;666;57;6848;505;0,608073;0,665549
Ptå;Ptå;;z100;004;0;613;004;0;664;51;38247;-20000;0,612991;0,664293
Cst;Cst;;e3;401;0;614;401;0;715;101;30023;-275;0,614394;0,715198
Bst;Bst;E1;5;124;0;615;124;0;652;36;33185;-760;0,6153;0,6517
Cst;Cst;;e4;401;0;617;401;0;714;97;32836;-265;0,616955;0,714087
Kh;Kh;;z1;001;0;618;001;0;895;278;37820;205;0,617556;0,895472
Sy;Sy;;z21;001;0;619;001;0;768;149;33281;210;0,618809988;0,767736988
Cst;Cst;;e2;401;0;619;401;0;646;26;34242;-200;0,619304;0,645589
Avky;Avky;E3;3;313;0;620;313;0;640;20;6089;-443;0,620000003;0,640010014
Blg;Blg;;indsp;306;0;620;306;0;640;20;32475;532;0,620010003;0,640010003
Oxd;Oxd;;6;492;0;620;492;0;641;21;34793;-8553;0,620052;0,640983
Cst;Cst;;g8;401;0;622;401;0;647;25;34408;-200;0,622042993;0,646609993
Hm;Hm;E1;cr;909;0;623;909;0;689;66;15459;580;0,62298;0,68865
Kbä;Kbä;E1;v;349;0;624;349;0;683;59;32355;-368;0,623586;0,682619
Cst;Cst;N3;n3;401;0;628;401;0;693;65;30451;-630;0,628175;0,693479
Bn;Bn;E;22;217;0;629;217;0;848;219;18150;-895;0,62900107;0,84800107
Cst;Cst;;A4;401;0;630;401;0;712;82;32395;-1000;0,629529;0,711583
N;N;E2;2n;817;0;630;817;0;658;28;28219;3800;0,63;0,6575
Mss;Bma;E;;877;0;630;877;0;864;234;28885;503;0,630009979;0,864
Cst;Cst;;a2;401;0;633;401;0;710;77;30009;-500;0,63263;0,709757
Cst;Cst;;E6n;401;0;638;401;0;735;97;30026;-470;0,637875;0,73508
Tb;Tb;;5;348;0;639;348;0;665;26;38331;-3930,9;0,639038;0,664985971
Sy;Sy;;z21;001;0;639;001;0;716;77;33278;300;0,639248013;0,715777013
Avky;Acm;E;;333;0;640;333;0;892;252;6089;-443;0,640010014;0,892
Kbä;Kbä;;b2;349;0;642;349;0;703;61;32363;-300;0,641611994;0,702994994
F;F;E;1;512;0;642;512;0;742;100;27474;-560;0,6424;0,742400024
Oxd;Oxd;E;3;492;0;644;492;0;740;96;28255;-99000;0,64412677;0,74
Oxd;Oxd;;4;492;0;645;492;0;666;21;28290;15910;0,644999977;0,665999977
Ml;Ml;E1;1;637;0;645;637;0;820;175;17909;-495;0,645;0,82001001
Dma;Dma;E;1;435;0;663;435;0;718;55;36199;-245;0,663;0,718
Nst;Nst;;3;405;0;663;405;0;706;43;34672;-300;0,663062;0,706094
U;U;U;1;429;0;664;429;0;676;12;31363;1200;0,663958986;0,675958986
Tb;Tb;E;1;348;0;666;348;0;714;49;39644;-520;0,66550001;0,714300011
Oxd;Oxd;;4;492;0;666;492;0;700;34;28291;-3550;0,665999977;0,700474831
Kbä;Kbä;;b1;349;0;674;349;0;712;38;32362;-400;0,673924992;0,711505992
Fsm;Fsm;E1;5;130;0;675;130;0;739;64;1882;565;0,674776008;0,738726008
U;U;N;2;429;0;676;429;0;756;79;7664;671;0,676292;0,755757
Blg;Blg;;indsp;306;0;692;306;0;820;128;32476;329;0,692010003;0,820010003
Slg;Slg;;rockh;313;0;693;313;0;796;103;31695;-288;0,693;0,796
Cst;Cst;;u4;401;0;694;401;0;802;108;32625;-925;0,694055;0,802317
Nst;Nst;E;4;405;0;696;405;0;718;21;34675;-500;0,696397;0,71779
Oxd;Oxd;;4;492;0;700;492;0;727;27;28291;-3550;0,700474831;0,726999977
Bst;Bst;E1;5;124;0;701;124;0;949;248;33186;-304;0,70107;0,949
Cst;Cst;U3;u3;401;0;710;401;0;937;226;30414;-905;0,710408;0,936787
Cst;Cst;N3;n3;401;0;713;401;0;942;228;30452;-909,2;0,713479;0,941656
Cst;Cst;U1;u1;401;0;717;401;0;727;11;30408;-500;0,716901996;0,727463996
Cst;Cst;U1S;u1s;401;0;718;401;0;810;92;6849;704;0,717548;0,809892
Alh;Alh;E;4;635;0;720;635;0;969;248;35488;-300;0,720329948;0,968638948
Cst;Cst;N1S;n1s;401;0;720;401;0;801;81;6788;699;0,720396;0,801141
Cst;Cst;;e2;401;0;722;401;0;727;5;34413;-215;0,722214;0,726752
Hm;Hm;E1;cr;909;0;724;909;0;797;74;15460;807;0,72365;0,79736
Cst;Cst;;5;401;0;725;401;0;727;3;34409;200;0,724826001;0,727326001
Oxd;Oxd;;4;492;0;727;492;0;742;15;28293;1400;0,726999977;0,741634033
M;Tri;U;74;960;0;730;960;0;730;0;33208;-640;0,730009979;0,730029979
Tri;Tri;U;74;960;0;730;960;1;648;917;33208;-640;0,730029979;1,64752
Cst;Cst;;E7n;401;0;732;401;0;741;9;32405;260;0,73187;0,741329
Uv;Uv;E;3;651;0;734;651;0;848;114;11567;-497;0,73413;0,84813
Cst;Cst;;E6n;401;0;735;401;0;756;21;30027;1500;0,73508;0,75593
Cst;Cst;;c1;401;0;736;401;0;752;16;34389;-800;0,736419;0,752219
Cst;Cst;;5;401;0;737;401;0;751;14;34410;-200;0,737348001;0,751331001
Dma;Dma;E;1;435;0;738;435;0;806;68;36201;287;0,738;0,806
F;F;;z101;001;0;738;001;1;94;356;36216;800;0,738045;1,094154
Ptå;Ptå;;z100;004;0;739;004;0;826;87;38248;403;0,739159;0,825878
Oxd;Oxd;;sky1;492;0;742;492;0;748;6;28293;1400;0,741634033;0,748
Oxd;Oxd;;4;492;0;742;492;0;749;7;34798;247,059;0,741634056;0,748799
Fln;Fln;E;3;323;0;742;323;0;886;144;14871;-622;0,741705;0,886086
Cr;Crgb;E2;22;942;0;742;942;0;742;0;38506;300;0,741968819;0,741988819
Crgb;Crgb;E2;22;942;0;742;942;0;831;89;38506;300;0,741988819;0,831084
M;Tri;N;71;960;0;745;960;0;745;0;33193;-640;0,74501004;0,74503004
Tri;Tri;N;71;960;0;745;960;1;723;978;33193;-640;0,74503004;1,72299
Oxd;Oxd;;4;492;0;749;492;0;758;9;34799;300;0,748799;0,758212
Cst;Cst;;c1;401;0;752;401;0;802;50;34390;-1000;0,752219;0,802314
Smo;Smo;E2;v;303;0;754;303;1;373;619;17006;308;0,753995007;1,3725
Cst;Cst;;A4;401;0;759;401;0;793;34;34412;-300;0,759035;0,792992
Kbä;Kbä;;b2;349;0;762;349;0;839;77;32364;-475;0,761804994;0,838524994
Cst;Cst;;e2;401;0;763;401;0;772;9;34414;-250;0,763023999;0,771574999
U;U;U;1;429;0;766;429;0;786;20;31364;472;0,765958986;0,785958986
F;F;;z100;001;0;770;001;0;823;53;36209;500;0,770488;0,823217
Kbä;Kbä;E1;v;349;0;773;349;1;148;381;32356;-608;0,772701;1,147556
Cst;Cst;;c2;401;0;773;401;0;786;12;31561;300;0,773117;0,785571
Gua;Gua;;52;001;0;773;001;0;958;185;37424;973;0,773449;0,958464
Cst;Cst;U1;u1;401;0;774;401;0;932;158;30409;-595,5;0,77386;0,931612
Kla;Nkp;E;;591;0;779;591;0;809;30;30169;-80000;0,779351;0,809299
Oxd;Oxd;;4;492;0;781;492;0;800;19;34800;-300;0,781053;0,800094059
U;U;U;1;429;0;786;429;0;806;20;31365;786;0,785958986;0,805958986
Hls;Åm;E;;152;0;792;152;1;85;292;1820;-351;0,792454;1,085
Öh;Dma;E1;;435;0;794;435;0;837;43;6426;-750;0,793799988;0,837225037
Cst;Cst;N1;n1;401;0;795;401;0;904;110;6800;-600;0,794742997;0,904349999
Tou;Tou;E;20;733;0;796;733;1;50;255;28250;286;0,796017;1,050109
Cr;Cr;E;21;942;0;797;942;0;814;17;33132;-400;0,797075971;0,813969971
Hm;Hm;E;6a;909;0;797;909;0;907;110;36634;565;0,797376097;0,907009995
Åp;Aal;E;;923;0;802;923;0;924;122;18100;450;0,802009995;0,92417
Cst;Cst;;c1;401;0;802;401;0;930;128;34391;-591;0,802314;0,930079
Cst;Cst;;u4;401;0;802;401;0;830;28;32626;-500;0,802317;0,830243
U;U;U;1;429;0;806;429;0;841;35;31366;852;0,805958986;0,841292986
F;F;E;1;512;0;807;512;0;901;94;27475;-868;0,807400029;0,901010014
Cst;Cst;;c2;401;0;810;401;0;824;15;31562;400;0,809734;0,824264
Cr;Crgb;E;21;942;0;814;942;0;814;0;33132;-400;0,81397;0,81399
Crgb;Crgb;E;21;942;0;814;942;0;824;10;33132;-400;0,813989988;0,823614971
Cst;Cst;;l1;401;0;815;401;0;837;21;30028;-150;0,815491;0,836824
U;U;N;2;429;0;816;429;0;951;136;30279;476;0,815757;0,951258
Jbk;Jbk;E;1;350;0;818;350;0;906;88;27949;-1905;0,817812012;0,906010071
Nyh;Nyh;E;1;477;0;819;477;1;219;399;8052;298;0,819411;1,218642
Ml;Skru;E;;662;0;820;662;0;915;95;17909;-495;0,82001001;0,915
Cst;Cst;;412a-b;401;0;821;401;0;833;13;34401;750;0,820622;0,833311
Gk;Gk;;4;603;0;822;603;1;16;191;39364;-591;0,821683;1,015546
Gk;Gk;E1;2;603;0;822;603;1;16;194;39459;-600;0,822145;1,016089
Gk;Gk;;3;603;0;822;603;1;16;192;39453;-595,5;0,822389;1,015817
Gk;Gk;;1;603;0;823;603;1;16;196;39352;-604,5;0,823141;1,016359
F;F;;z100;001;0;823;001;1;97;274;36210;806;0,823217;1,096997
Dma;Dma;E;1;435;0;826;435;0;884;58;36202;270;0,826;0,884
Cst;Cst;;a1;401;0;829;401;0;850;21;30003;-604,25;0,82851;0,849946
Cst;Cst;;c3;401;0;831;401;0;883;52;31585;-430;0,831104;0,88277
Cst;Cst;;c4;401;0;831;401;0;849;17;31579;-700;0,831163;0,848562
Cst;Cst;;412a-b;401;0;833;401;0;838;5;34402;-400;0,833311;0,838303
Kbä;Kbä;;b2;349;0;839;349;0;865;26;32365;-1000;0,838524994;0,864749994
Cst;Cst;;c2;401;0;840;401;0;905;64;31563;-300;0,840265;0,904705
U;U;U;1;429;0;841;429;0;971;130;31367;497;0,841294985;0,970931964
Nst;Nst;E;4;405;0;841;405;1;30;177;30224;989,75;0,841419;1,030217
Nst;Nst;;3;405;0;842;405;1;30;176;34670;985,2;0,841993;1,029944
Em;Örs;E;;824;0;847;824;0;899;52;13534;-2080;0,847;0,899
Cst;Cst;;a1;401;0;850;401;0;934;85;30003;-604,25;0,849946;0,934478
Kil;Kil;E2;6;631;0;855;631;1;1;150;18125;722;0,8545;1,000724991
Kms;Sbl;E;;563;0;856;563;0;966;110;30272;342;0,855666;0,96558
Ptå;Ptå;;z100;004;0;856;004;0;941;85;38249;425;0,855878;0,940914
Gk;Gk;;13;603;0;856;603;0;921;64;35540;-400;0,856496;0,920904
Gk;Gk;;12;603;0;857;603;0;922;65;35537;-405;0,856707;0,92184
Gk;Gk;;11;603;0;857;603;0;923;66;35527;-409;0,856991;0,922849
Cst;Cst;;c6;401;0;858;401;0;879;21;34433;500;0,857867;0,879208
N;N;E;8s;817;0;861;817;1;57;190;17818;1725;0,860600037;1,057300049
Äbg;Äbgb;E;;344;0;865;344;0;974;109;22128;-442;0,864587;0,974009905
Bsä;Mmg;E;;845;0;866;845;0;940;73;30002;410;0,866432;0,939893
Hm;Hm;E1;cr;909;0;868;909;1;13;130;23692;662;0,86836;1,013324036
Cst;Cst;;572a-b;401;0;874;401;0;881;7;30056;-500;0,874018;0,881438
N;N;E2;2n;817;0;875;817;1;34;159;17798;500;0,8745;1,033860001
Cst;Cst;;u4;401;0;875;401;0;929;54;30015;-490;0,874687;0,928612
Öh;Dma;E1;;435;0;879;435;1;31;387;6427;-1497;0,879199951;1,031224976
Cst;Cst;;c6;401;0;879;401;0;899;20;34434;-1000;0,879208;0,898912
Mkl;Hal;E;;623;0;880;623;1;495;620;17063;405;0,88;1,494800049
Cst;Cst;;c4;401;0;880;401;0;902;21;31580;700;0,880311;0,901791
Gk;Gk;;10;603;0;888;603;0;924;36;35525;-225;0,888126;0,923635
Oxd;Oxd;E;3;492;0;889;492;1;30;146;25085;445;0,889216;1,029828
Gk;Gk;;9;603;0;889;603;0;926;36;35534;-230;0,889345;0,925642
F;Vf;E;;710;0;901;710;1;11;108;27475;-868;0,901010014;1,011
Sy;Sy;;z11;001;0;904;001;0;952;48;33279;99000;0,903808;0,952018
Cst;Cst;N1;n1;401;0;904;401;0;933;29;6800;-600;0,90435;0,933163
Cst;Cst;;c2;401;0;905;401;0;927;22;31564;-585;0,904705;0,927175
Jbk;Öa;E;;354;0;906;354;1;284;378;27949;-1905;0,90601001;1,283829742
Hm;Fin;E;;932;0;907;932;1;1;94;36634;565;0,907009998;1,000648
Hb;Hbgb;;2;904;0;910;904;0;910;0;18771;-1460;0,90969405;0,90971405
Hbgb;Hbgb;;2;904;0;910;904;1;99;188;18771;-1460;0,90971405;1,098999998
Hb;Hbgb;E;1;904;0;910;904;0;910;0;18762;-1465;0,909998024;0,910018024
Hbgb;Hbgb;E;1;904;0;910;904;1;89;178;18762;-1465;0,910018024;1,088951998
Fln;Fln;E;3;323;0;916;323;1;358;440;14872;-591,5;0,916086;1,35764
Blg;Blg;;indsp;306;0;918;306;1;5;87;32477;-340;0,918010003;1,004740039
Cst;Cst;;c4;401;0;919;401;0;981;62;31581;-800;0,91872;0,980986
Ök;Ök;;13;171;0;933;171;1;24;91;31349;1600;0,933348001;1,02412
Åp;Aal;E;;923;0;951;923;1;22;67;18099;3488;0,95065;1,022
Pea;Pea;E1;21;112;0;957;112;1;166;209;35430;-760;0,956677998;1,165668
Gä;Gä;N;c1;303;0;957;303;1;0;43;18270;-249;0,957;1
Lp;Lp;E;100;502;0;961;502;0;990;30;15114;276;0,960562;0,990362
Cst;Cst;;c3;401;0;964;401;1;1;18;31586;-600;0,96391;1,000668
U;Ltn;U;;434;0;971;434;0;994;23;31367;497;0,97093198;0,993998
Äbgb;Äbgb;E;;344;0;974;344;1;9;35;22128;-442;0,974009905;1,008878
Ök;Ök;;102;171;0;981;171;1;1;20;31360;-400;0,980619996;1,001126
Kms;Sbl;E;;563;0;986;563;1;84;100;30273;362;0,98558;1,084164985
Gro;Gro;;87;601;0;989;601;1;261;272;33520;-300;0,989378375;1,261141
Blg;Blg;;indsp;306;1;5;306;1;54;49;32478;-327;1,004740039;1,053740039
Lp;Lp;E;100;502;1;10;502;1;294;283;15115;294,5;1,010362;1,293655
Hm;Hm;E1;cr;909;1;13;909;1;123;110;23692;662;1,013324036;1,12332
K;K;E;20;420;1;18;420;1;142;124;28403;-516,7000122;1,018122;1,141691
Gä;Gä;N;c1;303;1;38;303;1;61;23;18271;-326;1,038;1,061
Nyf;Nyf;E2;2;124;1;43;124;1;109;66;23597;760;1,042860001;1,108870003
Gro;Gro;U;85;601;1;48;601;1;128;80;36140;320;1,04799;1,127715
Gk;Gk;;4;603;1;51;603;1;148;97;39365;-441;1,050546;1,147713
Gk;Gk;;3;603;1;51;603;1;149;98;39454;-445,5;1,050817;1,149315
Gk;Gk;E1;2;603;1;51;603;1;151;100;39460;-450;1,051089;1,150918
Gk;Gk;;1;603;1;51;603;1;153;101;39353;-454,5;1,051359;1,152521
Gro;Gro;N;86;601;1;58;601;1;105;47;36138;327;1,057990014;1,104631012
Cst;Cst;;c3;401;1;58;401;1;189;131;31587;-700;1,058135;1,188976
Cst;Cst;N1;n1;401;1;62;401;1;119;58;30133;-1000;1,0615;1,119255
Åp;Aal;E;;923;1;62;923;1;466;404;14228;1475;1,062;1,466
Cst;Cst;;a1;401;1;63;401;1;119;56;30004;-1000;1,062894;1,118818
Cst;Cst;;c2;401;1;65;401;1;204;139;31565;-600;1,065013;1,204166
Rsi;Rsi;E2;2;113;1;67;113;1;127;60;36341;1000;1,066627;1,126715
Gk;Gk;;15;603;1;70;603;1;98;28;35542;550;1,069736;1,098168
Tou;Tou;E;20;733;1;70;733;1;212;142;28249;299;1,070109;1,211805014
N;N;E2;2n;817;1;74;817;1;174;100;17800;385;1,073900002;1,174099976
Cst;Cst;;600a-b;401;1;77;401;1;85;8;30060;-2000;1,076984993;1,085249993
Ks;Ks;E1;skogh;382;1;79;382;1;142;63;26371;-280,5;1,079;1,142427017
Ptå;Ptå;;z100;004;1;81;004;1;101;20;38250;-425;1,080953;1,100953
Cst;Cst;;c4;401;1;83;401;1;129;45;31582;-500;1,083265;1,128726
Cst;Cst;U1;u1;401;1;88;401;1;108;20;34395;-600;1,088312;1,108062995
Cst;Cst;;c1;401;1;88;401;1;167;79;34392;-595,5;1,088315;1,167170995
Cst;Cst;;u4;401;1;92;401;1;114;22;31509;925;1,09205;1,113715
Gk;Gk;;13;603;1;103;603;1;113;10;35541;-1000;1,103015;1,112676
Gro;Gro;N;86;601;1;105;601;1;179;75;33149;348;1,104631012;1,179138012
Cst;Cst;U1;u1;401;1;108;401;1;164;56;34395;-600;1,108060001;1,164273003
Cst;Cst;U3;u3;401;1;111;401;1;139;28;30140;640;1,111246;1,138752
Cst;Cst;N3;n3;401;1;111;401;1;138;27;30134;635,8;1,111252;1,138293
Gä;Gä;N;c1;303;1;112;303;1;146;34;18272;-292;1,112;1,146
Gk;Gk;;9;603;1;117;603;1;227;109;39500;-300;1,117402;1,226549
Gk;Gk;;10;603;1;118;603;1;219;102;35526;-295,5;1,117513;1,219067
Ptå;Ptå;;z100;004;1;121;004;1;186;65;38251;-406;1,120953;1,185681
Cst;Cst;N1S;n1s;401;1;121;401;1;143;22;6789;2489;1,121;1,143010472
Cst;Cst;U1S;u1s;401;1;121;401;1;143;22;6850;2485;1,121414;1,143010498
Hm;Fin;E;;932;1;130;932;1;163;33;36635;-2108;1,129648;1,162618
N;N;E1;1s;817;1;134;817;1;389;256;22196;391;1,133726;1,389353
Gk;Gk;;11;603;1;135;603;1;207;71;39503;-250;1,135461;1,2067
Gk;Gk;;12;603;1;136;603;1;193;56;35538;-245;1,136468;1,19262
Ök;Ök;;102;171;1;140;171;1;163;23;31356;504;1,140421002;1,163447002
Ök;Ök;;13;171;1;142;171;1;164;23;31350;500;1,141561999;1,164381999
Ks;Skog;E;;395;1;142;395;1;373;231;26371;-280,5;1,142427017;1,373357178
Gk;Gk;;13;603;1;143;603;1;185;43;39494;-200;1,142743002;1,185496002
Cst;Sst;U1S;u1s;401;1;143;401;1;143;0;6850;2485;1,143010483;1,143030483
Cst;Sst;N1S;n1s;401;1;143;401;1;143;0;6789;2489;1,143010498;1,143030498
Sst;Sst;U1S;u1s;401;1;143;401;1;208;65;6850;2485;1,143030483;1,207539
Sst;Sst;N1S;n1s;401;1;143;401;1;208;65;6789;2489;1,143030498;1,208
Fsm;Åd;E;;153;1;154;153;1;213;59;1883;-696;1,154;1,213
Gua;Gua;;52;001;1;161;001;1;519;358;37425;1483;1,161099;1,518841
Cst;Cst;U1;u1;401;1;164;401;1;210;46;34395;-600;1,164269996;1,210137996
Cst;Cst;;c1;401;1;167;401;1;209;42;34392;-595,5;1,16717099;1,208895
Cst;Cst;;u4;401;1;169;401;1;204;35;31510;-563;1,168715017;1,203790017
Cst;Cst;;c4;401;1;181;401;1;217;36;31583;1000;1,180995;1,21681
Nst;Nst;;3;405;1;184;405;1;245;62;34673;985,2;1,183774;1,245346
Nst;Nst;E;4;405;1;184;405;1;292;108;30225;989,75;1,184051;1,292033
Gro;Gro;U;85;601;1;186;601;1;443;257;33142;402,85;1,185715;1,44313
