,Curve_Kmtal,Curve_Kmtalti,Curve_Langd_m,Curve_Radie_m,Curve_Kmtal_km,Curve_Kmtal_meter,Curve_Kmtaltil_km,Curve_Kmtaltil_meter,Curve_Start_Meters,Curve_End_Meters,Track_Bdl,Track_Km,Track_+m,Track_Kmti,Track_+mti,Track_spm,Track_UNE,Track_spår,Track_Pl/Str,Track_Rälmodell,Track_Räl_vikt(kg/m),Track_Sliper_typ,Track_Befästning_typ,Track_Start_Meters,Track_End_Meters
230,0+254,0+322,68.57,604.5,0.0,254.0,0.0,322.0,254.0,322.0,822.0,0.0,249.0,0.0,406.0,157.0,E,1,Em,BV,50.0,B,P-Ec,249.0,406.0
231,0+256,0+329,73.077,1400.0,0.0,256.0,0.0,329.0,256.0,329.0,822.0,0.0,249.0,0.0,406.0,157.0,E,1,Em,BV,50.0,B,P-Ec,249.0,406.0
232,0+260,0+289,29.113,230.0,0.0,260.0,0.0,289.0,260.0,289.0,822.0,0.0,249.0,0.0,406.0,157.0,E,1,Em,BV,50.0,B,P-Ec,249.0,406.0
233,0+262,0+284,21.669,724.0,0.0,262.0,0.0,284.0,262.0,284.0,933.0,0.0,262.0,0.0,366.0,104.0,E,1,Åp,E1,60.0,B,P-Fc,262.0,366.0
234,0+262,0+267,5.684,190.0,0.0,262.0,0.0,267.0,262.0,267.0,933.0,0.0,262.0,0.0,366.0,104.0,E,1,Åp,E1,60.0,B,P-Fc,262.0,366.0
249,0+299,0+323,24.0,2700.0,0.0,299.0,0.0,323.0,299.0,323.0,117.0,0.0,297.0,1.0,240.0,0.0,E1,,Kaa-Aik,BV,50.0,H,Hey,297.0,1240.0
250,0+306,0+339,33.197,300.0,0.0,306.0,0.0,339.0,306.0,339.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
251,0+308,0+341,33.197,-300.0,0.0,308.0,0.0,341.0,308.0,341.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
252,0+310,0+405,94.724,266.0,0.0,310.0,0.0,405.0,310.0,405.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
253,0+310,0+340,29.753,125.0,0.0,310.0,0.0,340.0,310.0,340.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
254,0+310,0+323,13.0,160.0,0.0,310.0,0.0,323.0,310.0,323.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
255,0+312,0+354,41.461,-200.0,0.0,312.0,0.0,354.0,312.0,354.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
256,0+313,0+333,20.891,-20000.0,0.0,313.0,0.0,333.0,313.0,333.0,405.0,0.0,306.0,0.0,658.0,319.0,E,4,Nst,SJ,50.0,T,Hey,306.0,658.0
257,0+316,0+325,9.022,270.0,0.0,316.0,0.0,325.0,316.0,325.0,401.0,0.0,315.0,0.0,339.0,24.0,U3,u3,Cst,SJ,50.0,T,Hey,315.0,339.0
258,0+317,0+394,77.0,1000.0,0.0,317.0,0.0,394.0,317.0,394.0,817.0,0.0,317.0,0.0,516.0,199.0,E1,1s,N,SJ,50.0,T,Hey,317.0,516.0
259,0+317,0+354,36.992,-494.0,0.0,317.0,0.0,354.0,317.0,354.0,817.0,0.0,317.0,0.0,516.0,199.0,E1,1s,N,SJ,50.0,T,Hey,317.0,516.0
260,0+318,0+356,38.0,800.0,0.0,318.0,0.0,356.0,318.0,356.0,817.0,0.0,317.0,0.0,516.0,199.0,E1,1s,N,SJ,50.0,T,Hey,317.0,516.0
261,0+319,0+465,146.267,300.0,0.0,319.0,0.0,465.0,319.0,465.0,817.0,0.0,317.0,0.0,516.0,199.0,E1,1s,N,SJ,50.0,T,Hey,317.0,516.0
265,0+328,0+332,4.449,200.0,0.0,328.0,0.0,332.0,328.0,332.0,401.0,0.0,323.0,0.0,335.0,12.0,U1S,u1s,Cst,E1,60.0,TBRO,DFF300,323.0,335.0
268,0+339,0+463,124.051,500.0,0.0,339.0,0.0,463.0,339.0,463.0,303.0,0.0,333.0,0.0,562.0,229.0,E2,v,Gä,E1,60.0,B2.5,P-FE,333.0,562.0
269,0+345,0+383,37.726,-370.0,0.0,345.0,0.0,383.0,345.0,383.0,341.0,0.0,345.0,0.0,547.0,202.0,E1,e1,Äbg,E1,60.0,B2.5,P-FE,345.0,547.0
270,0+345,0+354,9.348,-300.0,0.0,345.0,0.0,354.0,345.0,354.0,341.0,0.0,345.0,0.0,547.0,202.0,E1,e1,Äbg,E1,60.0,B2.5,P-FE,345.0,547.0
272,0+352,0+387,35.75,1100.0,0.0,352.0,0.0,387.0,352.0,387.0,603.0,0.0,348.0,0.0,391.0,43.0,E1,2,Gk,E1,60.0,B35,P-Fc,348.0,391.0
276,0+356,0+500,144.0,-448.0,0.0,356.0,0.0,500.0,356.0,500.0,313.0,0.0,355.0,0.0,640.0,285.0,E3,3,Avky,E3,50.0,B2.5,P-Ec,355.0,640.0
278,0+358,0+407,49.217,-500.0,0.0,358.0,0.0,407.0,358.0,407.0,909.0,0.0,358.0,0.0,977.0,619.0,E1,cr,Hm,E3,50.0,B,P-Ec,358.0,977.0
281,0+360,0+363,3.518,-10000.0,0.0,360.0,0.0,363.0,360.0,363.0,401.0,0.0,359.0,0.0,364.0,6.0,N3,n3,Cst,SJ,50.0,T,Klämpl,359.0,364.0
284,0+366,0+432,65.939,-950.0,0.0,366.0,0.0,432.0,366.0,432.0,349.0,0.0,366.0,1.0,480.0,1120.0,E3,ö,Kbä,SJ,50.0,B2.5,P-Ec,366.0,1480.0
285,0+366,0+388,21.727,-1130.0,0.0,366.0,0.0,388.0,366.0,388.0,349.0,0.0,366.0,1.0,480.0,1120.0,E3,ö,Kbä,SJ,50.0,B2.5,P-Ec,366.0,1480.0
286,0+371,0+393,22.475,800.0,0.0,371.0,0.0,393.0,371.0,393.0,349.0,0.0,366.0,1.0,480.0,1120.0,E3,ö,Kbä,SJ,50.0,B2.5,P-Ec,366.0,1480.0
293,0+381,0+390,9.0,-190.0,0.0,381.0,0.0,390.0,381.0,390.0,401.0,0.0,377.0,0.0,401.0,24.0,N1S,n1s,Cst,E1,60.0,TBRO,DFF300,377.0,401.0
295,0+382,0+391,9.347,300.0,0.0,382.0,0.0,391.0,382.0,391.0,401.0,0.0,377.0,0.0,401.0,24.0,N1S,n1s,Cst,E1,60.0,TBRO,DFF300,377.0,401.0
302,0+394,0+326,68.511,405.0,0.0,394.0,0.0,326.0,394.0,326.0,401.0,0.0,393.0,0.0,414.0,21.0,N3,n3,Cst,E3,50.0,T,Hey,393.0,414.0
303,0+399,0+430,31.238,5740.0,0.0,399.0,0.0,430.0,399.0,430.0,405.0,0.0,398.0,0.0,585.0,187.0,E1,ö,Nst,SJ,50.0,T,P-FE,398.0,585.0
305,0+405,0+442,36.939,250.0,0.0,405.0,0.0,442.0,405.0,442.0,942.0,0.0,400.0,0.0,467.0,67.0,E2,2,Cr,BV,50.0,B,P-Ec,400.0,467.0
307,0+407,0+458,51.229,-1100.0,0.0,407.0,0.0,458.0,407.0,458.0,942.0,0.0,400.0,0.0,467.0,67.0,E2,2,Cr,BV,50.0,B,P-Ec,400.0,467.0
308,0+408,0+419,10.616,-240.0,0.0,408.0,0.0,419.0,408.0,419.0,942.0,0.0,400.0,0.0,467.0,67.0,E2,2,Cr,BV,50.0,B,P-Ec,400.0,467.0
310,0+410,0+457,47.331,-250.0,0.0,410.0,0.0,457.0,410.0,457.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
311,0+414,0+422,8.273,-1100.0,0.0,414.0,0.0,422.0,414.0,422.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
312,0+414,0+478,37.261,-760.0,0.0,414.0,0.0,478.0,414.0,478.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
313,0+415,0+458,43.0,615.0,0.0,415.0,0.0,458.0,415.0,458.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
314,0+415,0+436,21.025,-190.0,0.0,415.0,0.0,436.0,415.0,436.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
315,0+416,0+426,10.0,250.0,0.0,416.0,0.0,426.0,416.0,426.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
316,0+417,0+424,7.766,224.28,0.0,417.0,0.0,424.0,417.0,424.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
317,0+419,0+452,32.406,-235.0,0.0,419.0,0.0,452.0,419.0,452.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
318,0+422,0+599,177.293,-300.0,0.0,422.0,0.0,599.0,422.0,599.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
319,0+422,0+503,81.557,-600.0,0.0,422.0,0.0,503.0,422.0,503.0,126.0,0.0,410.0,0.0,708.0,298.0,E1,1,Hls,SJ,50.0,T,R-und,410.0,708.0
320,0+424,0+522,97.238,-500.0,0.0,424.0,0.0,522.0,424.0,522.0,603.0,0.0,424.0,1.0,186.0,762.0,E1,2,Gk,E1,60.0,B35,P-Fc,424.0,1186.0
321,0+424,0+439,14.502,190.73,0.0,424.0,0.0,439.0,424.0,439.0,603.0,0.0,424.0,1.0,186.0,762.0,E1,2,Gk,E1,60.0,B35,P-Fc,424.0,1186.0
322,0+427,0+494,66.839,-400.0,0.0,427.0,0.0,494.0,427.0,494.0,603.0,0.0,424.0,1.0,186.0,762.0,E1,2,Gk,E1,60.0,B35,P-Fc,424.0,1186.0
323,0+428,0+635,207.753,-340.0,0.0,428.0,0.0,635.0,428.0,635.0,603.0,0.0,424.0,1.0,186.0,762.0,E1,2,Gk,E1,60.0,B35,P-Fc,424.0,1186.0
324,0+429,0+461,32.098,-250.0,0.0,429.0,0.0,461.0,429.0,461.0,817.0,0.0,429.0,1.0,796.0,1367.0,E,8s,N,SJ,50.0,B,P-Ec,429.0,1796.0
325,0+430,0+494,64.486,-350.0,0.0,430.0,0.0,494.0,430.0,494.0,817.0,0.0,429.0,1.0,796.0,1367.0,E,8s,N,SJ,50.0,B,P-Ec,429.0,1796.0
326,0+430,0+509,79.164,-365.0,0.0,430.0,0.0,509.0,430.0,509.0,817.0,0.0,429.0,1.0,796.0,1367.0,E,8s,N,SJ,50.0,B,P-Ec,429.0,1796.0
327,0+432,0+481,49.503,-350.0,0.0,432.0,0.0,481.0,432.0,481.0,817.0,0.0,429.0,1.0,796.0,1367.0,E,8s,N,SJ,50.0,B,P-Ec,429.0,1796.0
328,0+432,0+684,252.761,-650.0,0.0,432.0,0.0,684.0,432.0,684.0,817.0,0.0,429.0,1.0,796.0,1367.0,E,8s,N,SJ,50.0,B,P-Ec,429.0,1796.0
329,0+436,0+486,50.059,-280.0,0.0,436.0,0.0,486.0,436.0,486.0,477.0,0.0,433.0,2.0,850.0,2415.0,E,1,Nyc,BV,50.0,B2.5,P-Ec,433.0,2850.0
334,0+443,0+464,20.233,-200.0,0.0,443.0,0.0,464.0,443.0,464.0,401.0,0.0,443.0,0.0,505.0,62.0,N3,n3,Cst,E3,50.0,B2.5,P-Fc,443.0,505.0
335,0+445,0+466,21.346,-270.0,0.0,445.0,0.0,466.0,445.0,466.0,401.0,0.0,443.0,0.0,505.0,62.0,N3,n3,Cst,E3,50.0,B2.5,P-Fc,443.0,505.0
336,0+446,0+698,251.616,299.0,0.0,446.0,0.0,698.0,446.0,698.0,960.0,0.0,446.0,0.0,745.0,299.0,N,71,Mc,UIC,60.0,B,P-Fc,446.0,745.0
340,0+452,0+477,24.705,-641.0,0.0,452.0,0.0,477.0,452.0,477.0,130.0,0.0,451.0,0.0,748.0,297.0,E1,5,Fsm,SJ,43.0,T,Hey,451.0,748.0
343,0+456,0+831,374.787,300.0,0.0,456.0,0.0,831.0,456.0,831.0,323.0,0.0,456.0,2.0,354.0,1899.0,E,3,Fln,UIC,60.0,B35,P-Fc,456.0,2354.0
344,0+457,0+462,4.785,-250.0,0.0,457.0,0.0,462.0,457.0,462.0,323.0,0.0,456.0,2.0,354.0,1899.0,E,3,Fln,UIC,60.0,B35,P-Fc,456.0,2354.0
345,0+458,0+512,54.0,-1561.0,0.0,458.0,0.0,512.0,458.0,512.0,323.0,0.0,456.0,2.0,354.0,1899.0,E,3,Fln,UIC,60.0,B35,P-Fc,456.0,2354.0
346,0+458,0+503,45.51,400.0,0.0,458.0,0.0,503.0,458.0,503.0,323.0,0.0,456.0,2.0,354.0,1899.0,E,3,Fln,UIC,60.0,B35,P-Fc,456.0,2354.0
347,0+460,0+466,5.411,300.0,0.0,460.0,0.0,466.0,460.0,466.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
348,0+461,0+527,65.328,-250.0,0.0,461.0,0.0,527.0,461.0,527.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
349,0+465,0+494,29.411,-300.0,0.0,465.0,0.0,494.0,465.0,494.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
350,0+465,0+600,135.0,-530.0,0.0,465.0,0.0,600.0,465.0,600.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
351,0+466,0+672,205.5,390.0,0.0,466.0,0.0,672.0,466.0,672.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
352,0+466,0+563,97.551,-318.0,0.0,466.0,0.0,563.0,466.0,563.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
353,0+466,0+499,33.197,-300.0,0.0,466.0,0.0,499.0,466.0,499.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
354,0+467,0+542,75.328,-500.0,0.0,467.0,0.0,542.0,467.0,542.0,631.0,0.0,459.0,1.0,8.0,554.0,E2,6,Kil,BV,50.0,B2.3,P-Ec,459.0,1008.0
355,0+468,0+488,20.014,295.0,0.0,468.0,0.0,488.0,468.0,488.0,429.0,0.0,468.0,0.0,971.0,503.0,N,2,U,UIC,60.0,B2.5,P-Ec,468.0,971.0
356,0+471,0+585,113.572,-245.0,0.0,471.0,0.0,585.0,471.0,585.0,822.0,0.0,471.0,0.0,813.0,342.0,E,1,Em,BV,50.0,B2.5,P-Ec,471.0,813.0
357,0+473,0+532,58.677,500.0,0.0,473.0,0.0,532.0,473.0,532.0,822.0,0.0,471.0,0.0,813.0,342.0,E,1,Em,BV,50.0,B2.5,P-Ec,471.0,813.0
358,0+473,0+473,0.106,300.0,0.0,473.0,0.0,473.0,473.0,473.0,822.0,0.0,471.0,0.0,813.0,342.0,E,1,Em,BV,50.0,B2.5,P-Ec,471.0,813.0
367,0+484,0+668,184.059,-760.0,0.0,484.0,0.0,668.0,484.0,668.0,933.0,0.0,483.0,0.0,802.0,319.0,E,1,Åp,BV,50.0,B2.3,P-Fc,483.0,802.0
368,0+484,0+525,41.394,-375.0,0.0,484.0,0.0,525.0,484.0,525.0,933.0,0.0,483.0,0.0,802.0,319.0,E,1,Åp,BV,50.0,B2.3,P-Fc,483.0,802.0
369,0+485,0+527,42.18,-275.0,0.0,485.0,0.0,527.0,485.0,527.0,933.0,0.0,483.0,0.0,802.0,319.0,E,1,Åp,BV,50.0,B2.3,P-Fc,483.0,802.0
370,0+486,0+525,38.635,-350.0,0.0,486.0,0.0,525.0,486.0,525.0,933.0,0.0,483.0,0.0,802.0,319.0,E,1,Åp,BV,50.0,B2.3,P-Fc,483.0,802.0
371,0+487,0+520,32.831,-388.0,0.0,487.0,0.0,520.0,487.0,520.0,933.0,0.0,483.0,0.0,802.0,319.0,E,1,Åp,BV,50.0,B2.3,P-Fc,483.0,802.0
372,0+493,0+545,52.058,-600.0,0.0,493.0,0.0,545.0,493.0,545.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
373,0+494,1+64,570.274,300.0,0.0,494.0,1.0,64.0,494.0,1064.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
374,0+495,0+553,58.115,-284.5,0.0,495.0,0.0,553.0,495.0,553.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
375,0+496,0+516,20.0,-326.0,0.0,496.0,0.0,516.0,496.0,516.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
376,0+496,0+553,57.195,-280.0,0.0,496.0,0.0,553.0,496.0,553.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
377,0+497,0+532,35.373,625.0,0.0,497.0,0.0,532.0,497.0,532.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
378,0+499,0+519,20.125,-1000.0,0.0,499.0,0.0,519.0,499.0,519.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
379,0+502,0+779,276.5,291.0,0.0,502.0,0.0,779.0,502.0,779.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
380,0+502,0+822,319.2,-496.0,0.0,502.0,0.0,822.0,502.0,822.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
381,0+504,0+541,37.202,4188.0,0.0,504.0,0.0,541.0,504.0,541.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
382,0+505,1+338,838.721,800.0,0.0,505.0,1.0,338.0,505.0,1338.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
383,0+505,0+629,124.041,-644.5,0.0,505.0,0.0,629.0,505.0,629.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
384,0+507,0+585,77.977,-295.0,0.0,507.0,0.0,585.0,507.0,585.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
385,0+507,0+535,27.664,250.0,0.0,507.0,0.0,535.0,507.0,535.0,552.0,0.0,488.0,8.0,50.0,7562.0,E,,Gdö-Hova,E3,50.0,T,R-und,488.0,8050.0
389,0+513,0+528,15.0,-1005.0,0.0,513.0,0.0,528.0,513.0,528.0,349.0,0.0,513.0,0.0,530.0,17.0,E1,v,Kbä,UIC,60.0,B2.5,P-Ec,513.0,530.0
391,0+520,0+598,78.0,-7684.0,0.0,520.0,0.0,598.0,520.0,598.0,401.0,0.0,519.0,1.0,143.0,622.0,U1S,u1s,Cst,E1,60.0,B2.5S,P-Fc,519.0,1143.0
392,0+523,0+578,55.601,-4722.0,0.0,523.0,0.0,578.0,523.0,578.0,401.0,0.0,519.0,1.0,143.0,622.0,U1S,u1s,Cst,E1,60.0,B2.5S,P-Fc,519.0,1143.0
394,0+527,0+557,30.0,-390.0,0.0,527.0,0.0,557.0,527.0,557.0,401.0,0.0,519.0,1.0,143.0,622.0,U1S,u1s,Cst,E1,60.0,B2.5S,P-Fc,519.0,1143.0
395,0+527,0+551,23.885,620.0,0.0,527.0,0.0,551.0,527.0,551.0,401.0,0.0,519.0,1.0,143.0,622.0,U1S,u1s,Cst,E1,60.0,B2.5S,P-Fc,519.0,1143.0
396,0+528,0+588,59.99,-400.0,0.0,528.0,0.0,588.0,528.0,588.0,401.0,0.0,519.0,1.0,143.0,622.0,U1S,u1s,Cst,E1,60.0,B2.5S,P-Fc,519.0,1143.0
397,0+529,0+557,27.588,900.0,0.0,529.0,0.0,557.0,529.0,557.0,401.0,0.0,519.0,1.0,143.0,622.0,U1S,u1s,Cst,E1,60.0,B2.5S,P-Fc,519.0,1143.0
399,0+532,0+570,38.331,855.0,0.0,532.0,0.0,570.0,532.0,570.0,942.0,0.0,532.0,0.0,742.0,210.0,E2,2,Cr,E3,50.0,B,P-Ec,532.0,742.0
406,0+540,0+565,25.4,-505.0,0.0,540.0,0.0,565.0,540.0,565.0,401.0,0.0,535.0,0.0,567.0,32.0,N1,1,Cst,E1,60.0,B2.5,P-FE,535.0,567.0
407,0+541,0+561,19.894,3192.0,0.0,541.0,0.0,561.0,541.0,561.0,401.0,0.0,535.0,0.0,567.0,32.0,N1,1,Cst,E1,60.0,B2.5,P-FE,535.0,567.0
408,0+544,0+703,158.907,-550.0,0.0,544.0,0.0,703.0,544.0,703.0,651.0,0.0,543.0,2.0,622.0,2080.0,E,3,Uv,BV,50.0,T,R-und,543.0,2622.0
409,0+548,0+569,21.003,500.0,0.0,548.0,0.0,569.0,548.0,569.0,344.0,0.0,547.0,3.0,315.0,2769.0,E,,Äbg-Snt,E1,60.0,B2.5,P-FE,547.0,3315.0
410,0+551,0+597,45.943,205.0,0.0,551.0,0.0,597.0,551.0,597.0,845.0,0.0,550.0,12.0,300.0,11751.0,E,,Bsä-Vsö,SJ,43.0,T,R-und,550.0,12300.0
411,0+551,0+566,14.908,-400.0,0.0,551.0,0.0,566.0,551.0,566.0,845.0,0.0,550.0,12.0,300.0,11751.0,E,,Bsä-Vsö,SJ,43.0,T,R-und,550.0,12300.0
412,0+552,0+568,16.606,-500.0,0.0,552.0,0.0,568.0,552.0,568.0,845.0,0.0,550.0,12.0,300.0,11751.0,E,,Bsä-Vsö,SJ,43.0,T,R-und,550.0,12300.0
413,0+555,0+852,296.961,300.0,0.0,555.0,0.0,852.0,555.0,852.0,845.0,0.0,550.0,12.0,300.0,11751.0,E,,Bsä-Vsö,SJ,43.0,T,R-und,550.0,12300.0
414,0+557,0+666,108.971,-929.5,0.0,557.0,0.0,666.0,557.0,666.0,817.0,0.0,556.0,1.0,832.0,1276.0,E1,1s,N,E3,50.0,B,P-Fc,556.0,1832.0
415,0+557,0+665,108.187,-925.0,0.0,557.0,0.0,665.0,557.0,665.0,817.0,0.0,556.0,1.0,832.0,1276.0,E1,1s,N,E3,50.0,B,P-Fc,556.0,1832.0
416,0+559,0+660,101.0,1240.0,0.0,559.0,0.0,660.0,559.0,660.0,817.0,0.0,556.0,1.0,832.0,1276.0,E1,1s,N,E3,50.0,B,P-Fc,556.0,1832.0
417,0+560,0+586,25.945,-300.0,0.0,560.0,0.0,586.0,560.0,586.0,817.0,0.0,556.0,1.0,832.0,1276.0,E1,1s,N,E3,50.0,B,P-Fc,556.0,1832.0
418,0+560,0+740,180.0,-99000.0,0.0,560.0,0.0,740.0,560.0,740.0,817.0,0.0,556.0,1.0,832.0,1276.0,E1,1s,N,E3,50.0,B,P-Fc,556.0,1832.0
419,0+561,0+597,35.864,3695.0,0.0,561.0,0.0,597.0,561.0,597.0,817.0,0.0,556.0,1.0,832.0,1276.0,E1,1s,N,E3,50.0,B,P-Fc,556.0,1832.0
420,0+563,0+568,4.54,-300.0,0.0,563.0,0.0,568.0,563.0,568.0,349.0,0.0,563.0,1.0,480.0,923.0,E1,v,Kbä,SJ,50.0,B2.5,Hambo,563.0,1480.0
421,0+566,0+689,123.06,-322.8,0.0,566.0,0.0,689.0,566.0,689.0,364.0,0.0,566.0,2.0,180.0,1604.0,E,,Khn-Spjb,SJ,50.0,T,R-und,566.0,2180.0
422,0+568,0+588,19.991,-870.0,0.0,568.0,0.0,588.0,568.0,588.0,364.0,0.0,566.0,2.0,180.0,1604.0,E,,Khn-Spjb,SJ,50.0,T,R-und,566.0,2180.0
423,0+570,0+592,21.485,-235.0,0.0,570.0,0.0,592.0,570.0,592.0,401.0,0.0,570.0,1.0,681.0,1093.0,U3,u3,Cst,E1,60.0,B2.5,P-FE,570.0,1681.0
424,0+571,0+595,23.832,-190.0,0.0,571.0,0.0,595.0,571.0,595.0,401.0,0.0,570.0,1.0,681.0,1093.0,U3,u3,Cst,E1,60.0,B2.5,P-FE,570.0,1681.0
425,0+572,0+607,23.926,-45000.0,0.0,572.0,0.0,607.0,572.0,607.0,401.0,0.0,570.0,1.0,681.0,1093.0,U3,u3,Cst,E1,60.0,B2.5,P-FE,570.0,1681.0
427,0+574,0+640,65.488,670.0,0.0,574.0,0.0,640.0,574.0,640.0,401.0,0.0,570.0,1.0,681.0,1093.0,U3,u3,Cst,E1,60.0,B2.5,P-FE,570.0,1681.0
428,0+575,0+585,9.915,-250.0,0.0,575.0,0.0,585.0,575.0,585.0,401.0,0.0,575.0,0.0,622.0,46.0,U1,2,Cst,E1,60.0,B2.5,P-FE,575.0,622.0
430,0+577,0+844,267.015,200.0,0.0,577.0,0.0,844.0,577.0,844.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
431,0+580,0+678,97.911,250.0,0.0,580.0,0.0,678.0,580.0,678.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
432,0+580,0+607,27.159,-200.0,0.0,580.0,0.0,607.0,580.0,607.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
433,0+580,0+625,45.0,-9460.0,0.0,580.0,0.0,625.0,580.0,625.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
434,0+581,0+601,20.089,-351.0,0.0,581.0,0.0,601.0,581.0,601.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
435,0+582,0+615,33.336,-300.0,0.0,582.0,0.0,615.0,582.0,615.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
436,0+583,0+639,56.461,-50000.0,0.0,583.0,0.0,639.0,583.0,639.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
437,0+585,0+692,106.7,-433.0,0.0,585.0,0.0,692.0,585.0,692.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
439,0+589,0+731,142.267,-298.0,0.0,589.0,0.0,731.0,589.0,731.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
441,0+590,0+864,274.0,503.0,0.0,590.0,0.0,864.0,590.0,864.0,909.0,0.0,577.0,0.0,915.0,338.0,E,6a,Hm,E1,60.0,B,P-FE,577.0,915.0
443,0+597,0+618,21.177,290.0,0.0,597.0,0.0,618.0,597.0,618.0,401.0,0.0,596.0,0.0,628.0,32.0,N1,1,Cst,E1,60.0,B2.5,P-FE,596.0,628.0
